hash,diemqt
f35248e9e95942a05313dda4f3a677705d8c651b,7.14
36a292355e4b31b866da368ac2bc7902a72d4db2,8.22
e0850b1bd8f8de58096da128ec94efbdf5f05ca8,9.57
32991cd9c0115e4bd4387c8fa3ed559f4eba345e,6.12
ed6c052a16794cf2376b1497c505b438e9af69b6,8.32
713e625391a72ed8f0780919b1c3e45af56ff94b,8.75
d57eca033aa6388430166086ed3d0390ffefa85d,8.93
1388c66d46212d87c084af2a8fdd0257444ce868,9.41
a11fcd52b2df310a3f3bf8e0561a2c587005e96d,8.74
98cafa82b3e7f1a3a179c62509778cf9290ca87c,7.45
d615e34b407b1816d1ae062d56a466c1d17b68ae,7.24
f8526194e3d9450a847706ea1c474c9e1a65a3a4,6.41
29e04945ee56ed79c4e07198c0e66375428284de,8.96
2f4cbc9afdd23132d572c5f7a81b4e9b19b8081d,8.88
82edc69e489959e8b7453b8e3c89c11f2e3e4830,8.37
1b30ad6d355a521cb70e2eff2efe28c3d2fcec9e,5.86
271c95c3471c6588b4b9ccda962ce197fc94a9b1,9.07
50fd8f5bcd24b3b8ba8c450de77819037cfd6583,6.64
91f7019ee1831ead0e667cf264dfe7be6b743f3f,9.28
3b951429b4166a9149480e360687549e1069a209,6.57
9b9216e586500b4d619e331890d3745eea1176b0,9.08
af12f06588c971f6425a28d61e4511bafff05bb7,6.85
7494b38c6d82b590c4afa6cc975f583f51395177,8.9
87752697bce404c9b410be71a45e76f3c7fc9392,9.58
347b6f40dbac97bd24c857f37744f2c4fd590cc8,9.08
69b200a293efc47d832e89333a4adff338261538,6.52
2f2abfea66cd61a09939960e751666a2c0913430,9.41
875e48fd13e52a01a4d48d745d72128f25b9ec81,8.85
6bdbd12c28f576e6dc4242177fbf9829e65c4726,7.94
1d2f411ed3ef95a96dea54ce6a09c0d0b65b6a7f,8.82
cd6862158d54e5c270e8d4bed99f73f32a721e14,9.01
ad3d8c094d5606a8005bb22a4cf910e497a03224,8.63
b75c5320a2ce606e7c46d1f82723e1e461f37a68,6.13
aa8508f6aa7e91da7efc770fc0e04c471463ffeb,7.85
6fc4ddeb8a68d05ed8084b0d59d038f3649c10d9,8.7
f0be3049c99eb84be5aae5352c2f0ccf661e1f43,8.57
67f697ac574661dca982dcd95ba358bde5b48a8e,8.28
4bed6361746e48435a9be358a5bbeba59696ab7d,9.66
5b023883ac089df249ef06f7c8c4398f37e1c55d,8.02
adf4cd4036fe7649e15bbc8379f224685017b379,8.03
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,8.38
c21b13edbab3d247c8816a374ebb57ef71700952,8.67
123c4ff5313ccf709b3bc4bd3365087685440c71,4.02
00b6dd4fc7eb817e03708c532016ef30ce564a61,7.47
5b0ac0ebdcb3aaed7a9a3aa2f9c11919ccce9555,8.64
b9cfcb9ade5f88679b72a7977c50eaca7170206b,7.9
a244f431e70a9d4c780ac6914b564d98c04ac7ff,8.27
d023d3790457d12ac59581326aff1a396b206d09,9.59
710b29019a8c45dfca3eec6a5a92b7d3bfc06cb9,7.53
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,8.84
0bf71ee0dbde0fb1033887111d3094c61e66f44b,9.69
0304aa9c12a1c900dcb4413c6a4ce40cc05b1696,9.33
7316452530dd2fb2eb68d1fffeebef98bb730ae0,9.29
81fbb8b81316a0ddabd7838b1b9ecfaee762f70f,7.6
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,8.79
b152244728671db447c59ab0796fac9a423e1356,8.05
0b066d297dd2f4288d95b0f4a92a8af79b542bf3,8.73
c87d4a1dca2349d1fbdff1c6d6a57708c1df793e,8.67
32ccec47f44931be75b93c598cb145c4803be980,8.54
ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6,7.68
55664bd6d6073e97a98788e3f319eb36662f29f8,7.58
f5a2b63a98287f49a07f6101717dd4c1048b9903,6.53
035f97702f2c01d26ab1fae8f39ea2f98a0caa3c,8.7
fb0a2834f5f131005e12dc1962056623ee6a7188,8.78
f440f5463ae218aef17a60e9f2ffc7dbbc45dc54,8.37
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,7.53
4c67cde88abaa3210919405fdb1b202dec23b08c,9.8
92213400df98f5441533511526206328cdde4159,8.91
26374d5fbb53e326323e8de92a0745452c1142cf,6.74
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,8.73
2826a109ddc9b90686ec063ba1f90c72c655f8e7,7.25
8d65a433657534866907ca34885953c36951db06,8.95
216a3ccb8504db72c0b5ef227b00d61d2e2ec7be,8.93
2290d198e0649ef4dcfb6cd22d36d87969fb7bfb,9.6
2785407c3fa2ce2c79a914657d9a4610ae1e5078,7.43
badea8134ecf83e912ac6628ec12465e227c1e6a,7.19
b45e8d507778dab56f381a681c453cbf4d3b4050,8.82
4ef92a2d691e24dbfc22f9e0e4a6bee899ccf849,8.7
30af7a50bb0bc62e730b65f59788dadf102d49b1,9.74
c52befc118a44669cbf7912b419dfc433c1c0eee,8.39
5066b74051c3f9ac880db30439338aaa8fb1c7fc,8.66
605308a2fcb585adb29bd7cc4dc153faa8ab9702,8.37
6f9c45656b2c3a8cd9c394c878d0ec7d738be090,8.73
7e783577c8297bd74f8f12a2d4787f9cdfdfee02,8.49
6729764776215a0456ef5332c5168b4db29314b4,8.97
48832ca57fb72952c11805aa0975c2273273ba58,5.98
18fc5492e3a88861f35c23bbb2805f724c1a135a,8.94
c0986547994c0c40ee739f045a02e1ce427ec132,5.99
bd18fefd95851483c8aab15987fec421f92523fb,9.17
c308727c618e21c478dba676bcea9d040d179f99,8.21
be40efffa2a2ea77d3d2fb0cf1f8dd6a8da2b287,8.09
470647470caa15468e461e105a8ecd3b25a912f0,8.44
b2a46e3625d075ff330baf8e18019e1af424bc62,7.28
ed9eaeb6a707f50154024b24d7efcb874a9795dd,7.44
52011a00e43fa9e527dd0b121ddd133547981b24,7.38
47aceb292c673f98f059ec36af314cb1c8894405,8.78
55095065546685ff2d583779d38978a2c0132ccc,9.47
3d0c27e5e776d4ebe788c50a8da1a1c9215ae25a,9.09
7808a1989290cbf25b57bd60e74c56662eeba656,7.44
a50e88cb6830931dd1271dfc49b3497d63bd436b,8.22
4586b41a1f104874583010a544bdd65113d2666c,10.05
bc54069a859b02cf1b00e7ab77d68132f9021c8e,8.61
3e572871d05f7888784ac55985fd52cd1c7aaa68,8.5
b722e6209f2858faf0bf80947cadcbde586bb666,8.29
0fbb7000a8fd1f413cd7a06ec7baf2b1f6eb493a,7.95
3caf61bb383eed4daa553e074208e84cdbdd7df0,8.58
3d1c486e68c08c272379fe7eeec4d38e75f54ae8,8.15
62c35ca39326ade9737d75b21c46054e64ab67f9,8.01
e2d88e3ad6275b7eca2bff120e467f9158b29fc5,8.75
5055b8d5ef881bdbac3ff865d6f97249b0aa4bbc,8.65
9ec591a707f8d7eaaa8b43b6faa23292511ffef3,8.53
7df2a39d7e572a525fc26d9633039d83b900ed61,8.71
cd2cc30c2a3c6b967fc897beaeae9d3482163a21,9.19
c084f1399d2813131b70acb3920068a454cea6d5,7.82
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,8.78
921b990c548efb5620585b0fe3049ed43dfda903,8.58
6f52fb961b947325347f9303798fa6066967e407,9.41
cf84076c807f395016eaee41297162276781b963,9.01
c399382ea2553528d9b44a9aa6492cee7cf0b5c0,8.54
ca84b66fa8d2c26e91bcd21dea081bb062e51711,8.91
f156718d3970030deec27298f56fc78a00c00f5a,8.83
88a694a270a460f5a09e1e8c569b036d03b9b5ea,8.84
9167062812b68b140da9de7f824ec6131ef31a01,8.51
10208a0e6cd46ed16c4fd6b83f3993696ace5495,8.61
59f38d3a08147f85dd15c761489d7e3753cb585d,7.75
c8ea10d959a7c782b45e6e83040472d432fa448f,8.23
d5155526fe2b5c2b956687b34d478647ef6bd092,8.87
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,6.64
df1a661311bcb75b3b3c258c46ab75819bd6d249,8.55
6c374b4a75105783a809e8b6ba468da3200d0c1a,9.51
21ab308abfa9829fcac76f8286d624afae8848aa,7.07
859c3b6fce7256abf5acfef957e6c04134c01e4b,10.08
85bebedd9d4605ff6823f6f25c761e64a588bf22,6.79
72d8b05bb5beafe074185bec53d1c5338009a0cf,6.53
82f9404672305675b631cad221087429c078b8ea,7.69
4d9d9337a0bc50984b35ecd772dee54b88ade32f,6.58
99935e2b7f9f41bd823ece5418896aaf72e223fc,8.72
0a2c78cee9afdc522c5f0fae46937138f47b152b,8.09
143fdbefc9ba427b841fbd52b7999b2a996562af,8.55
e99d4fb3ef87d5e201da3b08841541fd953af089,6.62
62cf219990f892f13b18fb0ec1f08a2aebdae0ad,7.33
62762af72b006f671d4b9efe867e66312408723f,5.76
57a668ff1e3df5afc4e593bbbbc39e9eae0a940c,8.18
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,9.6
797c7c555f32a47816ca7f0c017002a2131c132a,7.88
4ae698929993e35feef8c07911edb16212f5cf4d,8.35
0aff6f7083979073168bbdd6c227015eb09eced9,5.89
46bd0614cd76a4fa3af7d06e5feae3db673a43a1,7.26
5b8aca58cb2c7cbcbb8918f50669eb821d5a7fad,8.46
f037357014544261767c6ab5b172b246b09d3ddb,6.76
694d92685feec07c62b8aa4ccb73b39390f88515,8.61
5e3ff61182b7e63c5f353b54a15e95069e670f10,8.15
1bf00adb6ad4cfbed2cab01bf71398e1ed9db042,9.32
9a7c94325cf12595e72895187822c354cd8ef458,9.22
62b816d8d256303699a90dcb83b99804366a17bf,9.19
ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9,7.08
58ab0634383006fc63de206822832e26d4c06c3f,9.46
2639f9f46c6949536c784118cbcd036cd00c075e,8.21
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,8.19
4178750f206a91c5b1cf0c5ac6a4021d23912736,8.4
f1fb0a22c3c46fe87eaf8bdd97d80ed51436f782,8.86
4dbe8c25b64077b21bf5cd971f115f2e32109c44,8.4
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,8.94
0fc74820b7bcdd23c196f494e7686305acbdc71e,8.0
d2a2d2ee79d993c9821f176d9a248223ee59b3c7,8.78
a727c00002127704e5ae41a4a08948dc43b4aefc,8.08
6976ed8694419b21b0f2302b6d9db629ce0412e5,8.79
97983f3249349cfcb409b75d5f53e5cbab2bfa5a,7.99
9081ee605de7c5e739569f3f829cba953cb918f4,8.85
1e6562ac23e7980dcf32fa8963837c68dafc906f,6.31
faab34a8374299678ccf4eaa3628cdba3b65bfa6,8.31
2ecfee45346013cf126b75cfc8bdd2ba3b0c2666,5.24
0538762f44e8dfb07dc26c8c771f06080b9b2dee,7.4
62b127e475e6cafbc1906e6fa5cae8d7b4da3ceb,6.62
46c49850a9aa3be9f66161090ac1f0a8796b19ff,5.85
c6b1b85455fc8ae7de258ff95875644d77f55254,9.37
6eca9c1b4a046e9ceb3db39e478ccaa393117c3f,5.76
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,7.31
ea7332c6a62cada8a8e85200ddb71fed941ce876,6.58
58616da3cef2b76fe70a90919a689b8f38ce0030,8.48
9d12b920015fc145b62c73ca689e71a362e33b35,8.64
8b65dcf807a9de0c95c0896919da04523176fab8,8.45
12d6e24985ac80a581968fb1f36d699e6dd1cd33,5.41
4bee553c59acf1a22de81ef5c794c44f6371da0a,7.89
0dfa65b4dafad47b15abbfd6c6ce1aeb213901cf,4.61
66735c0721a73fb4dd487e32adafb82c6016e6ea,8.8
d94808bbe3e5b3ffc39c8d68e0eed70929c70762,8.26
8d0a196c1c472a4601384f4235f293c4a341b3a9,8.75
50f17ae2d9048b293cc969aa8668b365f9773f1b,8.46
f2efe01b5b7d2613529468857009a02a3cc820b6,7.44
24a9bfba88ed640e9690cd9f6bf4a2985f78522b,8.46
573b114e6e803fdee6f8c4dec2edd8fd37bbecc0,9.51
1c3928fd78413712a00cd78e6ec020b2cfc666fa,8.44
fc4d0cb084cf3b98bbe820a9fc36fd437940969e,8.43
bdc3fba009b4d570355de5bfedfb6766746789ce,8.91
edc5737211dd036ad81985e117aea3ab9cbc030a,6.62
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,6.97
47af18d4bbc37e11d2c5130faaa8b2da3dba64ca,5.76
e73e06dbdc983d0a3ccccdf754b85603dd0818e7,8.5
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,6.03
c2dc9b42636e453c1ad8e7a5e490654d39dc303b,6.32
7adf5597380b3d9048a47387095d5342a24c07da,8.58
26c932032169ad849d274427dcbdcfb190f843d8,7.38
7341e1b59de6c74569853631605d1dc2d2da2e0a,8.15
2fa311a94bc0da6d97955730d071ad6fcc770bfd,8.59
6a321021dc357c030017f099c3d1b430bb0d1b65,6.15
e594aa5283c8b2076ece870504b4b6b2e9c29ca9,8.49
49a4785cf7286dbb18206e3847f164b1af1907ed,8.77
840d07858c03f80f4695056e2cc7d0c474b83a25,8.47
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,8.49
38397f1c58351146edd1787b0501bbdb31834abd,6.79
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,6.91
3be1500e597852e42bb7fe17591b933e0bb44f93,7.2
69eda57c9ffdf6f26c5dda66863ef865d07195d2,8.72
f05838da14ca1dad97a5cc0c58323c6df9153257,9.42
463ef2266d31ca7f0bca92bfcc9ae7301addb58b,8.12
f1299639d65fd743440958354f22154e171500d0,7.05
61291814d7295814cfccb336e38a08ceb9c7aba9,8.4
49da363dc17a0db86c70a20f515608629bced9ed,4.52
2852641e2b7b084ef62df976d53340ead50e5e76,8.65
013de369c439ab0ead8aa7da64423aa395a8be39,9.63
16b6e419367318f9a3a28439ae013d55638ba0d3,8.77
e90cd427d5e229999107e56e3f06953f3108635a,8.78
c15e04639eb35379bc74fd289f38b1c9d21e2278,7.6
40741b5b2ac93f9d0eacd4a28b48508be0a378f9,6.09
e67fff49031a4f2699f10d6a2dd89b4cafc70323,8.46
fe31861a03511f91760de27adfb8803e8ad321b8,7.15
71c2d42bc4f81d5dcabf57d19f862a3b781ebbbf,8.57
1e09b1a5541a443716e68239b181fc116425a9b2,7.01
952c0daa0b72620df1288d516f0a2abeb5b3986d,6.87
c45bf22121eaa2f37dfec2f58729d22394ea220a,6.6
309abbd71d6dc57c03605bdc4ffe90dce74c4f10,6.93
3fb53c585faf97ed5b0ecb316a4b419c969b790a,8.47
6bdf2586c97f0954e728ef8a9ac5248d4c8270c1,8.57
448866b737d07d7d184e7c1111b8f50d1b8fe91b,7.26
5ea5bb39e36dd3e81ece42b2d6e19d0ed5150740,8.52
ac6104bfab84b79b7ff1f01c576e2b7442988f38,8.71
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,6.42
12da07c3cca4f480a6064f7cbedaec11d677814a,7.87
a99ed97ee0e4d81fc9a8a5a5baaba5407a897b84,8.15
8f19ffb508b23f955b93ebd99153f8ec99025785,9.64
326a025b5c23347b9eb2c5ceae75a5908a461f69,8.36
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,6.53
89fe8b96c04597a0fb63dca3a86e5f36e7580940,8.62
90d54808ce52c41418550421c387818cae759dec,9.53
5235e36e00b0e927e6ce9f6f771ef92915857989,7.97
45147b7f31a588b0c4245845675f7856f4dfae30,8.0
8bf27a767fce0a5fb359059183d06e01d62dca8c,7.85
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,6.81
9deeecfc873e74ca5ef8b27fb6b22bf7a536ab86,8.21
0134f9f410c65ad0e8c2254a7e9288670e02a183,8.66
4f571f241bb2d884216b4712cdcd482e310a718a,8.24
7bb8bff124f651711732b84262474e1acba69082,8.77
3e19ebd05fd2cc465feff2f681011181a78e1341,8.32
c746678029d2139e7658a0f94e98bbf09f258673,7.35
f4367a0ab2083a66a5fa812df89e590d3fd3b5a8,7.58
2a6a418be08d9f0184a804b2700a0d58950b219c,7.82
eb001120a0f842e5bbfd786652695628bd65090c,8.94
4f0784758f47badc4dc66910c529236f8a45bf3f,9.25
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,7.86
6eef887d0fd74edee1667f50dce5b41efbe0a180,7.75
6f99a507851fb9a8ae9776ede538789cae61a22a,7.17
4455e671bb93d6652e42fc0925b3cc47cbf6326a,9.68
66740228a725504db879896a9c28c03676fef710,5.68
1ad3d49b185ea0e42354cd94ac86c60ae982616d,7.66
218191f4a8648e65ada28c23f52f578dec21cd98,8.88
249c629226d7716b59d1841c45dbca54afe3c1a2,8.57
9f8f3fbc1f6d3f36859a33054203c55d028c6e65,8.27
2536ee746de2df68642ecf71037409e47fa1941c,8.47
9871e11a3a4574e6b565733fe3e565f13d670744,6.64
ce892387ba13c6b526d18de003b62c1bfe4c125f,8.46
820104bdd2c9a722be349ae3a23eb42926eac969,7.7
d4a08e7df54afbd81401faf2e0349e88ed7fc2d9,7.27
37ff40068998a37a4e2c73bbb325103500cdb0e0,8.81
339fff79c43561c995b29972a962ccec846c599f,8.78
508e0627871ed482bd8ab34544e43e5d856a889c,8.22
1d5ba7c1c8ab8d16890eeb1772560ab942c42003,8.83
e3919de46ecd1f707451dad4a1ac88e5b7403f11,5.62
ff3fa2ec64294f37ae968159f810ebeda7966c51,6.7
f86b9fba1d59be7c864d4f23d0c7674113a27cab,9.24
b8e898c506ad360ead5d4fafe6651fadfed6645a,8.72
a65549b33ec5839c95aa1e9c2e50f74685ad7cc5,8.21
49428bbbf72ee0208d581e31efb1db2dca5605f4,6.38
86a7e49131f2acbd350c4b0b9a2243838bd4e122,9.42
bd53f29596985f567c39329a8f8da5100810f0fd,7.17
456ba3f2e4bccbd1146955cb3f0438260a04f7ff,6.99
80fc80505e08153a938e34945ea74064467c5e12,5.88
c352dbabae85680f4ce4ebf67886666ce47edade,8.86
a0ec1fa9ef85571c363b1ff524a7bccd583b0ee2,7.34
68f0e46e53ed6791407294aa4e797d7d17a2b677,7.76
99103791231143dd15aa77f2aeb87b2cd4a1c22e,6.63
db5924e7ed00c9136308999827d50dbcecae5091,7.96
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,8.62
5776c4c0f98d7aadc199a8f60beab826403cf54b,6.32
56925a416739348e2099293f2c91fd7c6c186d99,9.79
4bb463f3e32f05b9a1e323adc2a51603dabc75bc,7.89
25fe3c7b5bf2d814b49ed3523b5a27c744ae5513,8.25
1004df3c370eb09604c10fd89f9e86a2c037a7dd,7.39
a819175c8808635fda7c3854536f82d90a7b31cf,8.38
d5179819718a325ee33fa2096f37995ea6cfea8c,8.77
36dbfe4759f861ee72011812df2178cbbfd736a1,8.93
92de4c1319bb3b07781b63801e4599302764dc5f,8.8
0e0d9e9f9bc2173402e77be7eaaaf0d562168009,7.03
e85a79ca1bb1f59951efb5c25e40e0ee73985cdb,6.56
5dc71a85b12614f2b7b995f3b9482d48f8e289e4,8.48
a274dc9836c18bf295e9e81afecbdd72825ea79c,6.56
e40337a34c269120bffcc76e69700d06f6d716ce,9.35
83d335d59714648643c6ca68c522a9a37bc9d8ae,5.34
1271071dc622e3a72b0ef187b6e955b9d59db5f8,7.48
9a8ad4a46036cc65da3ce25da0a1b9e70f979655,7.49
89cd14d1bb26c559102e9080a85ffa977cde7fda,7.72
3a3cf426569ff3ed1638fefb8d0a7bca73e0bdb7,7.68
a07cb417ba30c0e4d8cc3831f093740ece8be01d,9.24
0d667a9fcdc7162fa7182f0e14302a56dbe700c5,6.15
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,8.59
72a34636b5a1de1c3796e43d5abc564b4d0803e7,8.01
ef5d4cc5cd7a9d46f3e31572d97bd52423bae4e0,6.58
a832f98e370c27f9fbc8e0caec05700a96e89a4e,8.21
26cc2520b79b2222de0037a32fcaeb81c09f3002,8.46
f8da0aad0792d4f2d30881abdbfd4029dc264842,7.81
d4707fc4aa22e29062e02639a1b8c9f7ba3e6b65,8.36
67b7c9f4a952be9c0f4759e1991d86a3e1fbbe58,6.66
4b09f1427ce0578515148e3300abcaf95ff3511a,6.06
ece9b75bda9d53b5a67f7bb53b5635a3df017020,5.35
f459440c7a99294ca9763f332cd9aa09b0c280d6,7.7
56df019984fc7a155fc18b5c4ecd2f52c497693e,7.44
2f7bdf97a5978e8b7a4b3f69a474540c0c38498e,6.63
0306a80129ed6d5afadece8164929697bbbdea69,8.88
f38238ea1bfa182b81a7d73d563b61dbf2825754,8.24
0a99205e11c0c6d86b348a926f693d6529e0210f,8.42
e873b044ecba72370076d7fe198eeaad94bef3a1,5.35
fcd6e54df612c033e7a465155046b5223ca4eee3,8.76
59ee572da4b7c6d711c46542482cc65bdee55648,8.91
3d8d550e8b7d9a0629bdd8e0ae73f8f0ac74b1a6,8.81
cd32daa7c1ff3ed117a127c9c185c1b53a396138,7.45
feb8a2859a011c59efd22ed419cb69288fe03627,8.67
4df58b4a53afe49f40e1c054f9a2e8553352e254,8.96
75aa1fd61921d68f59be09d2146a4b2b9442f41f,7.11
80212c0b606f5dcba043483a07f677a5455c3901,8.2
5c67cd01bb445f9b80d30f2c551d0d42776898fe,8.63
f01795183fd859bc35b074c06fd58b5e6623fb03,8.12
533bff0c4073c53de80f7b88a1ecda9ac3878893,8.13
62fc0f9bb12436fd47d1b4750e4f17601ca459d5,5.84
aa01429991aa756b651364d54b7b28c2bfeb6c3c,7.44
9c4e901d499220d23e819ffe0156ef62c7bcfdbc,8.76
3b5d744051772f15e4bc3167d749711fa798b0c1,6.78
7186e8a3fb8c0322eee7e354ed8f1669885f6774,7.56
d0561a58b05777ad43db1e0627d8770d37c48d5e,8.46
6475c391e6ec554f2bbe5a6460e5962a4af5ac65,9.37
797a55490bd05c98e9b604b19c3ab90125c9431b,8.79
597484c12788a0febfb255aabf5f08df62469313,6.23
091ed1fe8fc042e202205f09f3d49a065c0f4da2,9.02
11f5d8226ebf0108a5a4ecad896a990ecb369247,5.58
a90b8415afe8507a36e7be7511fd36f1045418b7,7.28
67118839ce79eab31a505fa22d378ff420ce006d,8.54
5fbcd4642d21aaa8ade10f9e23e70012e2b4afe0,7.74
81fcf2e137c8587b8663ffec7ba1d8184be705b7,7.89
bbf7f2c725fe4c3e0eb56d29707437d1603b1c56,8.9
371922831538deb39791562bd384acdf91531999,7.54
a6bd1b3de6ceb8be610c33e3a0e4a89350700984,8.02
59b2a9ae92876d8ce54309fe82bb92d7cffbc794,2.77
110da1d7ba2be3ffa13d62c7ed8b917e5dcebece,9.66
f4984561cc406867aa796356b6bf10a2091e67fe,7.51
cc1f8f78f5ef5237c717194b38699b168c265513,8.59
0ee9ac569e379f04a42a18c88cca093ef1121ab8,8.63
a632e2659eb116c7514dd825ffaa8939365c71e2,8.54
2ffa1b41cbeda2e9683f9d608b9dccdc31323452,7.95
d66918b05a4d978f6aa15979c85902d09babc898,8.46
f5674c61e82766371ddd913c99e6b70414f4dd55,8.83
1b248f11648c9000f277a02dc5d4bea3800ba43a,7.19
eaad1484ffa24b01432fa3564a8635bda0b4c34c,7.98
248ff20c10b7d18c30fc84ce214936f5bb440e6e,8.49
56a326e7e14e72020e3e0ca3f329baebc245b3f1,8.81
4528fc0fa6d591a221aba2cd316264877b73bbb9,4.98
79fb09750bdb85310622bf240e1060ef8de8bce1,8.47
c2ca84eba451533cc357b9c82cdc4c59227ee38d,8.33
af99c21153a5cd9289febb0cc7d1f8cbee810621,6.55
191ba6c8fd27e676f8c2f5341bfaf487765fa0dd,9.01
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,8.89
0821ac06ae77101d7dd9b8dd103f79ffa46657ab,8.09
8481a7f00c3d30473b01a8a3cff2564948d24902,8.04
c4dc23da121e0654017198804449e35b2e9c2027,5.35
44557bbbb5013bd2d980dff1f4b5f6b47cb1363d,8.81
1bdf6175e8df831b083615bea765e48098904986,5.72
0fbef055915162cb6d6501558499544d6dedb799,8.9
7171736c863d464860b4e3f674d78a101f12de4d,8.77
c195c2ea359350b81a96211ccb40d03fb0501e7d,8.32
cc8edf9c827fef5ead4c85eabf96ca7033ddf165,8.91
08b8ccf18df77b125fb5306e9ffb55ad284e1872,8.8
cf4bc843e5bd6ba302b1289af66f383b0329d6bf,8.31
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,8.4
83e22c7d80399e360122a5d33f26844b8c04a6af,8.39
155290f106d7951f353d1290f55d95a5a1535e90,8.79
cb16d181d96fc8c94f8416437c059b5f0aabded1,8.19
aa953585f60c1f5711c6d5159abbcaafcc89eb77,9.47
addfbcc77f77c6c80cc3e55261cec181722e68cb,9.0
ea2f8736bbf1d859fb5b46f848db37f421181bd4,6.24
f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6,8.35
0c9cad573ea42e5a8d9058b834cbc9255128d54b,8.99
50779b692cc73e3ba24df84db11b8e2bbb062591,8.93
aa2166a08738eb1a62d78686cce70fc5572d0607,8.95
39713cf2db02601e4bd6360ba70f8013c0433f48,8.25
34ffbe3d2820a74472b93e9dcabc0e17f75e779c,8.42
f78599d53dcb621a631b8dbc0feb5dd63e2aedd3,8.69
791e60a07f6b6776d54f791791828b1895c9b670,5.46
701f03bc7072ef7b0114a4769bc8955e5e5c9af2,8.97
d5cc23d9ca216f0f8c6e5ada7c4e3284a3920958,7.56
87e4a8d6efab19e147f510e9b5d10c0d0ff5845e,9.42
f861873a2af44519d0c30b7b390257e28084c360,9.07
19fb6947af793def84e3b7ab4f867bd460ad1b73,9.0
cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0,5.05
253471036c41eba7c24bbb6e77d4541c95bbb5b7,8.55
1de22c51fffa76f33c3a7698a3f7a9e6ab6be9ac,9.2
6fda7242d55963e0014a8741b5fdd1bd4c34019f,8.59
4d5d641551d82c1f733620b5d8ea4359ba376593,8.83
1bb7bc7fa80594c77e224e8f9632c765f26838e5,8.42
410357eb9129023509cfaf8d38be61c050bb3b05,8.32
4cd7de9870e18e6ea8acbc2efb5f4fe9c051b09b,7.49
7a7bd043dfb44f7b90dcb37b669e89afcd79d234,6.6
f4c3f24024c2e96ed13a845b5ad7213143844d9f,8.93
8fa7abd9421e396273c3571b177340434fc132f6,8.16
5160b3f7714c45d60c100dd658c543831e390713,6.32
cee41e969faac5fdd054a726b10fb09228eb7061,8.14
909386947a62f62c8b94ddde0b623b87c01e2524,9.6
ec62a3c21a4a116991338ac88863dff35157a1a7,8.37
40c0843e6cba7960b4a4fc631d0831b9242a9778,8.31
91eb4058d0937eb5499d0f6b2a8dbae6f47eddf9,8.59
ca6829e71c271976a4eeae12cbba5e49f232da3e,8.74
057b868ab03f5596f4a8c2e579c401f2fe9a2dfe,8.65
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,8.67
b51687ca4edcbe2376bc3204617227bceb0a52c0,9.09
0799ab89dacde8042474f7bfe75a739fd151b73d,9.54
89d4e10b3c250c027e108d10ebc00bda239e7e39,8.58
787ac9013d322ae24dda40f918c05f9fe47601ca,9.24
8b43c7696dc13421431102cb4385363ee33513e0,9.03
54d144dbc7891709d9bac5db5ee19a761a768c1f,8.41
448e09eb2299c7bc3435e9a680e5e7e81b6d732f,8.71
86adc493a1cc74328222a194a1d1e3adf098b5c8,8.26
b2b334fbcfc12bdf6bba8dc45aa8ade3ddb746aa,7.81
e2ed5ffddf1e60198f9f138810f84b7107ca0561,8.49
9d053bdf589efd451ff25e1977e438b11122e0fa,9.35
2427d12cf7a43c66b921bdd9de261fb9b452b2b9,7.6
9d91374d67624389dacb4b429b8fa8c18442b29c,9.03
041dc9a457bc7a9f1dcb5b215aaa78a6868483f5,9.4
a57d3a31b965e00aa208f4d499c0b3637f759838,8.91
806b5e171e5cd80e62cc28bc7fb644f6b50399de,8.5
64d07438f7fbb0b4c2fece774289f09dbdf9de5f,9.37
1dccadbfae8f0adb300cb239e727b2481e2b149e,8.87
